YEAR    MONTH   DAY     HOUR    TC_PRE  TC_ID   TC_NAME     CEN_LON CEN_LAT 
2015    10      18      12      TC1     1524    KOPPU       121.4   16.6    
2015    10      19      00      TC1     1524    KOPPU       119.8   17.1    
2015    10      19      12      TC1     1524    KOPPU       119.7   18.3    
2015    10      20      00      TC1     1524    KOPPU       120.1   19.0    
2015    10      20      12      TC2     1524    KOPPU       120.5   19.3    
2015    10      21      00      TC2     1524    KOPPU       122.3   19.4    
2015    11      22      00      TC1     1526    IN-FA       136.6   13.5    
2015    11      22      12      TC1     1526    IN-FA       133.8   14.3    
2015    11      23      00      TC1     1526    IN-FA       132.0   15.8    
2015    11      23      12      TC1     1526    IN-FA       131.4   17.3    
2015    11      24      00      TC1     1526    IN-FA       132.1   18.5    
2015    11      24      12      TC1     1526    IN-FA       133.7   19.2    
2015    11      25      00      TC1     1526    IN-FA       134.9   19.6    
2015    11      25      12      TC1     1526    IN-FA       136.9   20.3    
2015    12      11      12      TC1     1527    MELOR       136.6   9.8     
2015    12      12      00      TC1     1527    MELOR       134.5   10.4    
2015    12      12      12      TC1     1527    MELOR       132.4   11.2    
2015    12      13      00      TC1     1527    MELOR       130.3   11.9    
2015    12      13      12      TC1     1527    MELOR       128.1   12.4    
2015    12      14      00      TC1     1527    MELOR       125.8   12.5    
2015    12      14      12      TC1     1527    MELOR       123.5   12.8    
2015    12      15      00      TC1     1527    MELOR       121.8   13.0    
2015    12      15      12      TC1     1527    MELOR       120.6   13.2    
2015    12      16      00      TC1     1527    MELOR       120.1   14.1    
2015    12      16      12      TC1     1527    MELOR       120.0   14.3    
2015    12      17      00      TC1     1527    MELOR       120.0   13.0    
2016    06      23      12      TC1     -9999   NONAME      117.3   12.3    
2016    06      25      00      TC1     -9999   NONAME      114.0   14.3    
2016    06      26      12      TC1     -9999   NONAME      122.5   15.5    
2016    06      27      00      TC1     -9999   NONAME      118.8   17.6    
2016    07      05      00      TC1     1601    NEPARTAK    136.6   15.2    
2016    07      05      12      TC1     1601    NEPARTAK    133.6   17.1    
2016    07      06      00      TC1     1601    NEPARTAK    130.2   18.7    
2016    07      06      12      TC1     1601    NEPARTAK    127.0   20.1    
2016    07      07      00      TC1     1601    NEPARTAK    124.4   21.3    
2016    07      07      12      TC1     1601    NEPARTAK    122.6   22.0    
2016    07      08      00      TC1     1601    NEPARTAK    120.6   22.6    
2016    07      08      12      TC1     1601    NEPARTAK    119.6   23.7    
2016    07      09      00      TC1     1601    NEPARTAK    119.0   24.2    
2016    07      09      12      TC1     1601    NEPARTAK    118.0   25.0    
2016    07      25      12      TC1     -9999   NONAME      115.0   17.2    
2016    07      26      00      TC1     -9999   NONAME      113.1   18.0    
2016    07      26      12      TC1     1603    MIRINAE     110.9   18.8    
2016    07      27      00      TC1     1603    MIRINAE     108.5   19.5    
2016    07      28      00      TC1     1603    MIRINAE     105.7   20.5    
2016    07      28      12      TC1     1603    MIRINAE     105.0   22.0    
2016    07      29      12      TC1     -9999   NONAME      127.9   12.5    
2016    07      30      00      TC1     -9999   NONAME      126.5   13.1    
2016    07      30      12      TC1     1604    NIDA        124.6   16.5    
2016    07      31      00      TC1     1604    NIDA        123.0   17.4    
2016    07      31      12      TC1     1604    NIDA        121.4   18.8    
2016    08      01      00      TC1     1604    NIDA        118.9   20.1    
2016    08      01      12      TC1     1604    NIDA        116.0   21.9    
2016    08      02      00      TC1     1604    NIDA        113.6   22.8    
2016    08      02      12      TC1     1604    NIDA        110.7   23.9    
2016    08      03      00      TC1     1604    NIDA        108.0   24.0    
2016    08      12      00      TC2     -9999   NONAME      137.6   16.2    
2016    08      12      12      TC2     -9999   NONAME      137.7   17.0    
2016    08      17      12      TC2     -9999   NONAME      112.3   20.5    
2016    08      18      00      TC1     1608    DIANMU      111.2   20.8    
2016    08      18      12      TC1     1608    DIANMU      109.0   20.3    
2016    08      19      00      TC1     1608    DIANMU      107.8   20.3    
2016    08      19      12      TC1     1608    DIANMU      106.0   21.0    
2016    08      20      12      TC3     1610    LIONROCK    136.8   30.8    
2016    08      21      00      TC3     1610    LIONROCK    134.4   30.0    
2016    08      21      12      TC3     1610    LIONROCK    133.4   29.4    
2016    08      22      00      TC2     1610    LIONROCK    133.1   28.7    
2016    08      22      12      TC2     1610    LIONROCK    134.0   28.6    
2016    08      23      00      TC2     1610    LIONROCK    134.4   28.1    
2016    08      23      12      TC1     1610    LIONROCK    134.0   26.9    
2016    08      24      00      TC1     1610    LIONROCK    132.8   25.3    
2016    08      24      12      TC1     1610    LIONROCK    131.8   24.4    
2016    08      25      00      TC1     1610    LIONROCK    131.1   23.5    
2016    08      25      12      TC1     1610    LIONROCK    130.9   23.5    
2016    08      26      00      TC1     1610    LIONROCK    131.0   23.2    
2016    08      26      12      TC1     1610    LIONROCK    132.1   23.1    
2016    08      27      00      TC1     1610    LIONROCK    133.1   23.7    
2016    08      27      12      TC1     1610    LIONROCK    134.6   24.5    
2016    08      28      00      TC1     1610    LIONROCK    136.6   26.1    
2016    08      31      12      TC1     -9999   NONAME      125.8   22.2    
2016    09      01      00      TC1     1612    NAMTHEUN    127.8   23.8    
2016    09      01      12      TC1     1612    NAMTHEUN    130.1   24.9    
2016    09      02      00      TC1     1612    NAMTHEUN    130.8   26.4    
2016    09      04      00      TC1     1612    NAMTHEUN    129.6   31.4    
2016    09      04      12      TC1     1612    NAMTHEUN    129.6   32.2    
2016    09      05      00      TC1     1612    NAMTHEUN    130.0   34.0    
2016    09      05      12      TC1     -9999   NONAME      124.9   24.9    
2016    09      06      00      TC1     1613    MALOU       124.8   25.5    
2016    09      06      12      TC1     1613    MALOU       127.5   28.4    
2016    09      07      00      TC1     1613    MALOU       131.2   29.7    
2016    09      07      12      TC1     1613    MALOU       135.6   31.6    
2016    09      10      12      TC1     1614    MERANTI     137.4   15.3    
2016    09      11      00      TC1     1614    MERANTI     135.8   16.4    
2016    09      11      12      TC1     1614    MERANTI     133.2   17.4    
2016    09      12      00      TC1     1614    MERANTI     130.4   18.0    
2016    09      12      12      TC1     1614    MERANTI     128.2   18.9    
2016    09      13      00      TC1     1614    MERANTI     125.5   19.6    
2016    09      13      12      TC1     1614    MERANTI     122.9   20.4    
2016    09      14      00      TC1     1614    MERANTI     120.8   21.6    
2016    09      14      12      TC1     1616    MALAKAS     131.2   16.3    
2016    09      15      00      TC1     1616    MALAKAS     128.8   16.9    
2016    09      15      12      TC1     1616    MALAKAS     126.7   18.4    
2016    09      16      00      TC1     1616    MALAKAS     124.7   20.1    
2016    09      16      12      TC1     1616    MALAKAS     123.4   22.1    
2016    09      17      00      TC1     1616    MALAKAS     123.0   24.1    
2016    09      18      00      TC1     1616    MALAKAS     123.5   26.8    
2016    09      18      12      TC1     1616    MALAKAS     125.1   28.0    
2016    09      19      00      TC1     1616    MALAKAS     127.1   29.4    
2016    09      19      12      TC1     1616    MALAKAS     129.7   30.8    
2016    09      20      00      TC1     1616    MALAKAS     133.4   32.9    
2016    09      20      12      TC1     1616    MALAKAS     138.0   34.0    
2016    09      24      00      TC1     1617    MEGI        136.4   17.5    
2016    09      24      12      TC1     1617    MEGI        133.8   18.7    
2016    09      25      00      TC1     1617    MEGI        131.6   19.1    
2016    09      25      12      TC1     1617    MEGI        129.3   20.2    
2016    09      26      00      TC1     1617    MEGI        127.4   20.7    
2016    09      26      12      TC1     1617    MEGI        125.3   21.9    
2016    09      27      00      TC1     1617    MEGI        123.4   23.2    
2016    09      27      12      TC1     1617    MEGI        120.8   23.9    
2016    09      28      00      TC1     1617    MEGI        118.1   25.0    
2016    09      28      12      TC1     1617    MEGI        116.0   25.0    
2016    09      30      00      TC1     1618    CHABA       137.9   13.3    
2016    09      30      12      TC1     1618    CHABA       136.7   14.8    
2016    10      01      00      TC1     1618    CHABA       135.4   16.1    
2016    10      01      12      TC1     1618    CHABA       133.4   17.6    
2016    10      02      00      TC1     1618    CHABA       131.5   19.7    
2016    10      02      12      TC1     1618    CHABA       129.2   21.8    
2016    10      03      12      TC1     1618    CHABA       126.8   25.8    
2016    10      04      00      TC1     1618    CHABA       126.3   27.8    
2016    10      05      00      TC2     -9999   NONAME      126.5   19.9    
2016    10      05      12      TC2     -9999   NONAME      123.8   19.5    
2016    10      06      00      TC1     1619    AERE        120.5   20.6    
2016    10      06      12      TC1     1619    AERE        117.5   20.5    
2016    10      07      00      TC1     1619    AERE        116.4   20.4    
2016    10      07      12      TC1     1619    AERE        115.7   21.0    
2016    10      08      00      TC1     1619    AERE        116.1   21.3    
2016    10      08      12      TC1     1619    AERE        116.9   21.5    
2016    10      09      00      TC2     1619    AERE        117.2   21.8    
2016    10      09      12      TC2     1619    AERE        117.9   21.8    
2016    10      10      00      TC2     1619    AERE        118.0   22.0    
2016    10      12      12      TC2     -9999   NONAME      131.7   12.7    
2016    10      13      00      TC2     -9999   NONAME      130.5   13.0    
2016    10      13      12      TC1     1621    SARIKA      128.4   13.9    
2016    10      14      00      TC1     1621    SARIKA      126.9   13.6    
2016    10      14      12      TC1     1621    SARIKA      126.0   13.9    
2016    10      15      00      TC1     1621    SARIKA      124.3   14.2    
2016    10      15      12      TC1     1621    SARIKA      123.0   15.1    
2016    10      16      00      TC1     1621    SARIKA      120.0   16.3    
2016    10      16      12      TC1     1621    SARIKA      117.3   16.8    
2016    10      17      00      TC1     1621    SARIKA      114.3   17.0    
2016    10      17      12      TC1     1621    SARIKA      112.3   17.6    
2016    10      18      00      TC1     1621    SARIKA      110.8   18.4    
2016    10      18      12      TC1     1621    SARIKA      109.3   19.7    
2016    10      19      00      TC1     1621    SARIKA      108.6   21.0    
2016    10      19      12      TC1     1622    HAIMA       123.2   17.3    
2016    10      20      00      TC1     1622    HAIMA       120.1   18.4    
2016    10      20      12      TC1     1622    HAIMA       117.4   19.8    
2016    10      21      00      TC1     1622    HAIMA       115.6   22.1    
2016    11      02      00      TC1     -9999   NONAME      137.9   11.2    
2016    11      02      12      TC1     -9999   NONAME      137.2   13.4    
2016    11      03      00      TC1     1623    MEARI       137.2   13.2    
2016    11      03      12      TC1     1623    MEARI       137.3   14.1    
2016    11      04      00      TC1     1623    MEARI       137.5   15.0    
2016    11      24      12      TC1     -9999   NONAME      124.9   10.6    
2016    11      25      00      TC1     1625    TOKAGE      122.5   11.3    
2016    11      25      12      TC1     1625    TOKAGE      120.3   11.7    
2016    11      26      00      TC1     1625    TOKAGE      118.6   13.2    
2016    11      26      12      TC1     1625    TOKAGE      117.4   14.5    
2016    11      27      00      TC1     1625    TOKAGE      117.6   15.5    
2016    11      27      12      TC1     1625    TOKAGE      118.2   16.2    
2016    11      28      00      TC1     1625    TOKAGE      119.0   17.0    
2017    04      25      00      TC1     -9999   NONAME      136.9   12.3    
2017    04      25      12      TC1     -9999   NONAME      135.9   13.1    
2017    04      26      00      TC1     1701    MUIFA       135.9   13.5    
2017    04      26      12      TC1     1701    MUIFA       135.1   13.8    
2017    04      27      00      TC1     1701    MUIFA       134.6   14.6    
2017    04      27      12      TC1     1701    MUIFA       135.0   17.0    
2017    07      15      00      TC1     -9999   NONAME      112.0   16.7    
2017    07      16      00      TC1     1704    TALAS       109.4   17.7    
2017    07      16      12      TC1     1704    TALAS       107.2   18.5    
2017    07      17      00      TC1     1704    TALAS       104.1   18.9    
2017    07      21      12      TC3     -9999   NONAME      113.0   17.9    
2017    07      22      00      TC3     -9999   NONAME      112.4   17.6    
2017    07      22      12      TC3     1707    ROKE        118.0   21.6    
2017    07      23      00      TC3     1707    ROKE        115.0   22.0    
2017    07      23      12      TC3     1708    SONCA       111.3   17.5    
2017    07      24      00      TC3     1708    SONCA       111.3   17.2    
2017    07      24      12      TC3     1708    SONCA       110.2   16.7    
2017    07      25      00      TC3     1708    SONCA       109.3   16.7    
2017    07      25      12      TC3     1708    SONCA       106.0   17.0    
2017    07      26      00      TC2     -9999   NONAME      128.2   15.5    
2017    07      26      12      TC2     1709    NESAT       127.7   16.6    
2017    07      27      00      TC2     1709    NESAT       127.5   17.3    
2017    07      27      12      TC2     1709    NESAT       127.2   18.6    
2017    07      28      00      TC2     1709    NESAT       125.8   20.0    
2017    07      28      12      TC2     1709    NESAT       124.4   21.1    
2017    07      29      00      TC2     1709    NESAT       123.3   22.5    
2017    07      29      12      TC1     1709    NESAT       121.9   24.6    
2017    07      30      00      TC2     1709    NESAT       119.3   25.8    
2017    07      30      12      TC2     1709    NESAT       117.0   25.6    
2017    07      31      00      TC2     1710    HAITANG     118.4   26.3    
2017    08      01      12      TC1     -9999   -9999       -9999   -9999   
2017    08      02      00      TC1     -9999   -9999       -9999   -9999   
2017    08      02      12      TC1     1705    NORU        135.7   26.1    
2017    08      03      00      TC1     1705    NORU        134.9   27.5    
2017    08      03      12      TC1     1705    NORU        133.5   28.2    
2017    08      04      00      TC1     1705    NORU        131.5   28.5    
2017    08      04      12      TC1     1705    NORU        130.8   29.1    
2017    08      05      00      TC1     1705    NORU        130.3   29.6    
2017    08      05      12      TC1     1705    NORU        130.1   30.1    
2017    08      06      00      TC1     1705    NORU        130.9   30.7    
2017    08      06      12      TC1     1705    NORU        132.3   31.8    
2017    08      07      00      TC1     1705    NORU        134.0   33.1    
2017    08      07      12      TC1     1705    NORU        136.2   35.2    
2017    08      08      00      TC1     1705    NORU        137.7   37.3    
2017    08      20      12      TC1     -9999   -9999       -9999   -9999   
2017    08      21      00      TC1     1713    HATO        124.7   20.1    
2017    08      21      12      TC1     1713    HATO        122.8   20.3    
2017    08      22      00      TC1     1713    HATO        119.8   20.5    
2017    08      22      12      TC1     1713    HATO        117.3   20.6    
2017    08      23      00      TC1     1713    HATO        114.4   21.6    
2017    08      23      12      TC1     1713    HATO        111.0   22.7    
2017    08      24      00      TC1     1713    HATO        107.5   23.9    
2017    08      24      12      TC1     -9999   NONAME      126.5   15.4    
2017    08      25      00      TC1     1714    PAKHAR      123.8   15.0    
2017    08      25      12      TC1     1714    PAKHAR      122.3   16.0    
2017    08      26      00      TC1     1714    PAKHAR      119.5   17.3    
2017    08      26      12      TC1     1714    PAKHAR      116.6   19.1    
2017    08      27      00      TC1     1714    PAKHAR      113.4   21.8    
2017    08      27      12      TC1     1714    PAKHAR      109.9   23.6    
2017    08      28      12      TC2     -9999   NONAME      133.2   17.2    
2017    08      31      00      TC2     -9999   NONAME      119.7   19.0    
2017    08      31      12      TC2     -9999   NONAME      118.6   19.6    
2017    09      01      00      TC2     1716    MAWAR       118.2   19.8    
2017    09      01      12      TC2     1716    MAWAR       118.2   21.0    
2017    09      02      00      TC2     1716    MAWAR       117.0   21.0    
2017    09      02      12      TC2     1716    MAWAR       117.0   21.6    
2017    09      03      00      TC2     1716    MAWAR       116.7   21.9    
2017    09      03      12      TC2     1716    MAWAR       116.3   22.6    
2017    09      04      00      TC1     1716    MAWAR       114.0   23.0    
2017    09      04      12      TC1     -9999   NONAME      126.3   16.5    
2017    09      05      00      TC1     -9999   NONAME      124.8   17.4    
2017    09      05      12      TC1     -9999   NONAME      122.4   19.5    
2017    09      06      00      TC1     1717    GUCHOL      120.3   20.2    
2017    09      06      12      TC1     1717    GUCHOL      119.8   21.7    
2017    09      11      00      TC1     1718    TALIM       136.1   17.7    
2017    09      11      12      TC1     1718    TALIM       133.8   19.0    
2017    09      12      00      TC1     1718    TALIM       130.7   21.1    
2017    09      12      12      TC1     1718    TALIM       127.8   22.9    
2017    09      13      00      TC1     1718    TALIM       126.3   24.4    
2017    09      13      12      TC1     1718    TALIM       125.5   25.5    
2017    09      14      00      TC1     1718    TALIM       124.5   26.7    
2017    09      14      12      TC1     1718    TALIM       124.4   27.3    
2017    09      15      00      TC2     1719    DOKSURI     107.3   17.8    
2017    09      15      12      TC1     1718    TALIM       125.3   28.8    
2017    09      16      00      TC2     1719    DOKSURI     101.0   19.0    
2017    09      16      12      TC1     1718    TALIM       127.5   29.4    
2017    10      09      00      TC1     -9999   NONAME      111.5   15.3    
2017    10      09      12      TC1     -9999   NONAME      109.3   17.1    
2017    10      11      12      TC1     -9999   NONAME      130.0   16.6    
2017    10      12      00      TC1     -9999   NONAME      126.1   16.3    
2017    10      12      12      TC1     1720    KHANUN      123.7   17.8    
2017    10      13      00      TC1     1720    KHANUN      120.4   17.8    
2017    10      13      12      TC1     1720    KHANUN      118.7   17.1    
2017    10      14      00      TC1     1720    KHANUN      118.0   16.9    
2017    10      14      12      TC1     1720    KHANUN      117.5   18.7    
2017    10      15      00      TC1     1720    KHANUN      114.8   20.1    
2017    10      15      12      TC1     1720    KHANUN      111.8   20.7    
2017    10      16      00      TC1     1720    KHANUN      109.5   20.5    
2017    10      16      12      TC1     1721    LAN         134.8   10.9    
2017    10      17      00      TC1     1721    LAN         132.9   10.2    
2017    10      17      12      TC1     1721    LAN         131.8   10.7    
2017    10      18      00      TC1     1721    LAN         132.5   11.4    
2017    10      18      12      TC1     1721    LAN         131.3   14.0    
2017    10      19      00      TC1     1721    LAN         130.4   15.5    
2017    10      21      00      TC1     1721    LAN         131.2   21.3    
2017    10      21      12      TC1     1721    LAN         132.5   23.8    
2017    10      22      00      TC1     1721    LAN         133.8   27.7    
2017    10      22      12      TC1     1721    LAN         136.2   32.1    
2017    10      25      00      TC1     1722    SAOLA       135.1   14.0    
2017    10      25      12      TC1     1722    SAOLA       134.6   16.7    
2017    10      26      00      TC1     1722    SAOLA       132.6   17.6    
2017    10      26      12      TC1     1722    SAOLA       131.2   19.6    
2017    10      31      12      TC1     -9999   NONAME      123.5   11.3    
2017    11      01      00      TC1     -9999   NONAME      120.9   11.3    
2017    11      01      12      TC1     -9999   NONAME      119.1   11.8    
2017    11      02      00      TC1     1723    DAMREY      117.5   12.6    
2017    11      02      12      TC1     1723    DAMREY      115.8   12.9    
2017    11      03      00      TC1     1723    DAMREY      113.6   12.8    
2017    11      03      12      TC1     1723    DAMREY      111.6   12.8    
2017    11      04      00      TC1     1723    DAMREY      109.1   12.5    
2017    11      04      12      TC1     1723    DAMREY      106.0   13.0    
2017    11      09      00      TC1     -9999   -9999       -9999   -9999   
2017    11      09      12      TC1     1724    HAIKUI      121.3   13.8    
2017    11      10      00      TC1     1724    HAIKUI      119.4   14.8    
2017    11      10      12      TC1     1724    HAIKUI      117.4   16.7    
2017    11      11      00      TC1     1724    HAIKUI      116.0   17.7    
2017    11      11      12      TC1     1724    HAIKUI      115.6   17.8    
2017    11      12      00      TC1     1724    HAIKUI      113.1   17.9    
2017    11      16      12      TC1     -9999   NONAME      123.3   7.3     
2017    11      17      00      TC1     -9999   NONAME      121.2   8.2     
2017    11      17      12      TC1     -9999   NONAME      117.7   9.9     
2017    11      18      00      TC1     1725    KIROGI      115.0   10.9    
2017    11      18      12      TC1     1725    KIROGI      111.9   11.6    
2017    12      12      00      TC1     -9999   NONAME      130.5   8.7     
2017    12      12      12      TC1     -9999   NONAME      129.7   9.3     
2017    12      13      00      TC1     -9999   NONAME      130.3   10.1    
2017    12      13      12      TC1     -9999   NONAME      128.5   11.8    
2017    12      14      00      TC1     1726    KAI-TAK     128.0   11.5    
2017    12      14      12      TC1     1726    KAI-TAK     127.3   11.1    
2017    12      15      00      TC1     1726    KAI-TAK     127.8   11.8    
2017    12      15      12      TC1     1726    KAI-TAK     127.5   11.4    
2017    12      16      00      TC1     1726    KAI-TAK     126.3   12.1    
2017    12      16      12      TC1     1726    KAI-TAK     125.3   12.2    
2017    12      17      00      TC1     1726    KAI-TAK     124.6   12.5    
2017    12      17      12      TC1     1726    KAI-TAK     121.7   11.4    
2017    12      18      00      TC1     1726    KAI-TAK     119.7   10.7    
2017    12      18      12      TC1     1726    KAI-TAK     118.1   10.5    
2017    12      19      00      TC1     1726    KAI-TAK     115.6   10.8    
2017    12      19      12      TC1     1726    KAI-TAK     114.5   8.8     
2017    12      20      00      TC1     1726    KAI-TAK     113.0   8.2     
2017    12      20      12      TC1     1726    KAI-TAK     111.9   6.6     
2017    12      21      00      TC1     1727    TEMBIN      129.3   8.6     
2017    12      21      12      TC1     1727    TEMBIN      127.7   7.9     
2017    12      22      00      TC1     1727    TEMBIN      125.6   7.7     
2017    12      22      12      TC1     1727    TEMBIN      122.6   8.0     
2017    12      23      00      TC1     1727    TEMBIN      120.4   7.7     
2017    12      23      12      TC1     1727    TEMBIN      117.5   7.8     
2017    12      24      00      TC1     1727    TEMBIN      114.7   8.6     
2017    12      24      12      TC1     1727    TEMBIN      112.1   8.3     
2017    12      25      00      TC1     1727    TEMBIN      109.8   8.2     
2017    12      25      12      TC1     1727    TEMBIN      107.7   8.7     
2017    12      26      00      TC1     1727    TEMBIN      105.0   8.0     
2018    01      01      12      TC1     -9999   NONAME      126.5   8.9     
2018    01      02      00      TC1     -9999   NONAME      122.5   9.2     
2018    01      02      12      TC1     -9999   NONAME      119.4   9.4     
2018    01      03      00      TC1     1801    BOLAVEN     116.1   10.7    
2018    01      03      12      TC1     1801    BOLAVEN     113.0   11.4    
2018    01      04      00      TC1     1801    BOLAVEN     111.0   12.0    
2018    02      11      00      TC1     -9999   NONAME      137.1   6.8     
2018    02      11      12      TC1     1802    SANBA       134.3   7.3     
2018    02      12      00      TC1     1802    SANBA       132.1   6.9     
2018    02      12      12      TC1     1802    SANBA       129.4   7.4     
2018    02      13      00      TC1     1802    SANBA       126.5   9.0     
2018    03      26      00      TC1     1803    JELAWAT     137.6   7.6     
2018    03      26      12      TC1     1803    JELAWAT     136.1   8.7     
2018    03      27      00      TC1     1803    JELAWAT     134.8   9.8     
2018    03      27      12      TC1     1803    JELAWAT     135.1   9.9     
2018    03      28      00      TC1     1803    JELAWAT     135.5   11.7    
2018    03      28      12      TC1     1803    JELAWAT     135.3   14.6    
2018    03      29      00      TC1     1803    JELAWAT     135.3   15.3    
2018    03      29      12      TC1     1803    JELAWAT     136.2   15.3    
2018    03      30      00      TC1     1803    JELAWAT     137.3   15.7    
2018    06      02      00      TC1     -9999   NONAME      113.0   10.3    
2018    06      02      12      TC1     -9999   NONAME      112.5   12.5    
2018    06      03      00      TC1     -9999   NONAME      111.3   13.7    
2018    06      03      12      TC1     -9999   NONAME      110.9   15.4    
2018    06      04      00      TC1     -9999   NONAME      110.7   15.7    
2018    06      04      12      TC1     -9999   NONAME      110.4   15.9    
2018    06      05      00      TC1     -9999   NONAME      111.2   17.4    
2018    06      05      12      TC1     -9999   NONAME      111.3   19.8    
2018    06      06      00      TC1     1804    EWINIAR     110.7   20.7    
2018    06      06      12      TC1     1804    EWINIAR     111.0   20.2    
2018    06      07      00      TC1     1804    EWINIAR     111.2   20.7    
2018    06      07      12      TC1     1804    EWINIAR     112.0   21.5    
2018    06      08      12      TC1     1805    MALIKSI     126.4   19.6    
2018    06      09      00      TC1     1805    MALIKSI     127.0   21.9    
2018    06      09      12      TC1     1805    MALIKSI     128.1   22.8    
2018    06      10      00      TC1     1805    MALIKSI     130.7   25.0    
2018    06      10      12      TC1     1805    MALIKSI     134.3   27.7    
2018    06      14      00      TC1     -9999   NONAME      118.6   21.8    
2018    06      14      12      TC1     -9999   NONAME      119.9   22.5    
2018    06      15      00      TC1     1806    GAEMI       120.2   22.8    
2018    06      15      12      TC1     1806    GAEMI       123.9   24.9    
2018    06      16      00      TC1     1806    GAEMI       127.1   26.3    
2018    06      16      12      TC1     1806    GAEMI       130.8   27.3    
2018    06      17      00      TC1     1806    GAEMI       133.0   29.0    
2018    06      28      12      TC1     -9999   NONAME      131.4   19.8    
2018    06      29      00      TC1     1807    PRAPIROON   130.2   20.0    
2018    06      29      12      TC1     1807    PRAPIROON   129.8   19.9    
2018    06      30      00      TC1     1807    PRAPIROON   129.8   20.4    
2018    06      30      12      TC1     1807    PRAPIROON   128.8   21.8    
2018    07      01      00      TC1     1807    PRAPIROON   127.7   23.6    
2018    07      01      12      TC1     1807    PRAPIROON   126.9   25.3    
2018    07      02      00      TC1     1807    PRAPIROON   127.0   27.2    
2018    07      02      12      TC1     1807    PRAPIROON   127.9   29.4    
2018    07      03      00      TC1     1807    PRAPIROON   128.1   31.9    
2018    07      03      12      TC1     1807    PRAPIROON   129.6   34.4    
2018    07      04      00      TC1     1807    PRAPIROON   132.5   37.3    
2018    07      08      12      TC1     1808    MARIA       136.6   20.5    
2018    07      09      00      TC1     1808    MARIA       133.6   21.8    
2018    07      09      12      TC1     1808    MARIA       130.4   23.0    
2018    07      10      00      TC1     1808    MARIA       127.2   24.0    
2018    07      10      12      TC1     1808    MARIA       124.1   25.2    
2018    07      11      00      TC1     1808    MARIA       120.1   26.4    
2018    07      11      12      TC1     1808    MARIA       116.7   26.7    
2018    07      17      00      TC1     1809    SON-TINH    118.5   19.4    
2018    07      17      12      TC1     1809    SON-TINH    113.6   19.2    
2018    07      18      00      TC1     1809    SON-TINH    109.6   18.5    
2018    07      18      12      TC1     1809    SON-TINH    106.6   18.8    
2018    07      19      00      TC1     1810    AMPIL       131.3   20.0    
2018    07      19      12      TC1     1810    AMPIL       132.1   21.9    
2018    07      20      00      TC1     1810    AMPIL       130.4   22.8    
2018    07      20      12      TC1     1810    AMPIL       129.9   24.5    
2018    07      21      00      TC1     1810    AMPIL       127.9   26.7    
2018    07      21      12      TC1     1810    AMPIL       125.9   28.6    
2018    07      22      00      TC1     1810    AMPIL       123.4   30.3    
2018    07      22      12      TC1     1810    AMPIL       121.0   32.7    
2018    07      23      00      TC1     1810    AMPIL       119.1   34.5    
2018    07      24      12      TC2     -9999   NONAME      137.2   19.7    
2018    07      25      00      TC2     1812    JONGDARI    136.6   20.7    
2018    07      25      12      TC1     1812    JONGDARI    137.3   21.8    
2018    07      26      00      TC1     1812    JONGDARI    138.0   22.0    
2018    07      29      00      TC1     1812    JONGDARI    133.6   34.6    
2018    07      29      12      TC1     1812    JONGDARI    130.4   33.2    
2018    07      30      00      TC1     1812    JONGDARI    129.8   30.7    
2018    07      30      12      TC1     1812    JONGDARI    129.7   29.2    
2018    08      08      12      TC1     -9999   -9999       -9999   -9999   
2018    08      09      00      TC1     -9999   -9999       -9999   -9999   
2018    08      09      12      TC1     -9999   -9999       -9999   -9999   
2018    08      10      00      TC1     -9999   -9999       -9999   -9999   
2018    08      10      12      TC1     -9999   -9999       -9999   -9999   
2018    08      11      00      TC1     -9999   -9999       -9999   -9999   
2018    08      11      12      TC1     -9999   -9999       -9999   -9999   
2018    08      12      00      TC1     -9999   -9999       -9999   -9999   
2018    08      12      12      TC1     -9999   -9999       -9999   -9999   
2018    08      13      00      TC1     -9999   -9999       -9999   -9999   
2018    08      13      12      TC1     -9999   -9999       -9999   -9999   
2018    08      14      00      TC1     -9999   -9999       -9999   -9999   
2018    08      14      12      TC1     -9999   -9999       -9999   -9999   
2018    08      15      00      TC1     -9999   -9999       -9999   -9999   
2018    08      15      12      TC1     -9999   -9999       -9999   -9999   
2018    08      16      00      TC1     -9999   -9999       -9999   -9999   
2018    08      16      12      TC1     -9999   -9999       -9999   -9999   
2018    08      17      00      TC1     -9999   -9999       -9999   -9999   
2018    08      22      00      TC1     -9999   -9999       -9999   -9999   
2018    08      22      12      TC1     -9999   -9999       -9999   -9999   
2018    08      23      00      TC1     -9999   -9999       -9999   -9999   
2018    09      10      00      TC1     1822    MANGKHUT    147.5   14.6    
2018    09      10      12      TC1     1822    MANGKHUT    144.2   14.2    
2018    09      11      00      TC1     1822    MANGKHUT    141.3   14.0    
2018    09      11      12      TC1     1822    MANGKHUT    138.7   13.7    
2018    09      12      00      TC1     1822    MANGKHUT    136.2   13.9    
2018    09      12      12      TC1     1822    MANGKHUT    134.0   14.3    
2018    09      13      00      TC1     1822    MANGKHUT    131.4   14.5    
2018    09      13      12      TC1     1822    MANGKHUT    128.9   14.9    
2018    09      14      00      TC1     1822    MANGKHUT    126.9   16.0    
2018    09      14      12      TC1     1822    MANGKHUT    124.1   17.4    
2018    09      15      00      TC1     1822    MANGKHUT    120.5   18.0    
